35471,41451,41469.769531 
35461,41409,41468.648438 
35464,41505,41468.320312 
35478,41469,41468.847656 
35498,41530,41469.714844 
35526,41514,41471.191406 
35563,41576,41473.273438 
35610,41565,41476.015625 
35610,41350,41475.496094 
35614,41587,41475.300781 
35599,41251,41473.714844 
35591,41622,41472.667969 
35644,41549,41475.851562 
35629,41291,41474.277344 
35575,41358,41470.054688 
35545,41401,41467.503906 
35543,41488,41466.855469 
35550,41446,41466.859375 
35540,41405,41465.695312 
35519,41389,41463.757812 
35507,41450,41462.511719 
35491,41359,41460.878906 
35462,41390,41458.445312 
35462,41493,41457.968750 
35445,41311,41456.390625 
35444,41564,41455.859375 
35449,41340,41455.750000 
35430,41447,41453.996094 
35433,41445,41453.773438 
35444,41488,41454.132812 
35453,41435,41454.343750 
35464,41495,41454.644531 
35493,41527,41456.234375 
35513,41454,41457.203125 
35533,41528,41458.156250 
35533,41353,41457.660156 
35495,41346,41454.609375 
35478,41447,41452.972656 
35485,41465,41453.058594 
35471,41343,41451.675781 
35475,41547,41451.488281 
35478,41341,41451.277344 
35480,41542,41451.003906 
35529,41575,41454.035156 
35568,41494,41456.304688 
35587,41477,41457.128906 
35594,41442,41457.195312 
35602,41478,41457.277344 
35588,41338,41455.890625 
35572,41462,41454.316406 
35588,41495,41455.000000 
35610,41493,41456.101562 
35606,41371,41455.421875 
35586,41411,41453.605469 
35591,41489,41453.503906 
35621,41534,41455.140625 
35663,41555,41457.660156 
35708,41547,41460.292969 
35747,41532,41462.527344 
35772,41485,41463.824219 
35751,41306,41461.898438 
35713,41401,41458.843750 
35727,41551,41459.328125 
35747,41435,41460.277344 
35768,41556,41461.273438 
35794,41460,41462.593750 
35823,41576,41464.156250 
35843,41419,41465.097656 
35834,41435,41464.023438 
35846,41519,41464.390625 
35887,41576,41466.734375 
35915,41462,41468.210938 
35899,41360,41466.597656 
35891,41501,41465.582031 
35900,41441,41465.734375 
35897,41442,41465.050781 
35909,41514,41465.417969 
35917,41424,41465.519531 
35925,41511,41465.578125 
35924,41379,41465.000000 
35896,41384,41462.648438 
35904,41545,41462.703125 
35926,41459,41463.812500 
35938,41490,41464.113281 
35959,41509,41465.113281 
35978,41483,41465.984375 
35998,41513,41466.886719 
36044,41615,41469.625000 
36065,41390,41470.554688 
36066,41521,41470.132812 
36076,41436,41470.371094 
36069,41435,41469.390625 
36073,41486,41469.140625 
36094,41523,41470.140625 
36096,41391,41469.769531 
36099,41533,41469.550781 
36116,41455,41470.242188 
36126,41499,41470.433594 
36134,41443,41470.449219 
36152,41554,41471.242188 
36199,41585,41474.015625 
36224,41450,41475.242188 
36230,41491,41475.109375 
36220,41375,41473.921875 
36213,41502,41472.925781 
36233,41511,41473.875000 
36264,41551,41475.488281 
36317,41622,41478.621094 
36338,41405,41479.605469 
36338,41517,41479.082031 
36371,41567,41480.859375 
36412,41559,41483.175781 
36448,41545,41485.117188 
36459,41438,41485.296875 
36468,41542,41485.429688 
36481,41452,41485.757812 
36498,41566,41486.414062 
36536,41551,41488.449219 
36554,41479,41489.199219 
36567,41524,41489.546875 
36575,41454,41489.531250 
36560,41410,41487.910156 
36566,41556,41487.773438 
36573,41417,41487.738281 
36559,41450,41486.210938 
36578,41574,41486.937500 
36599,41464,41487.843750 
36609,41524,41488.019531 
36627,41499,41488.683594 
36625,41432,41488.031250 
36615,41454,41486.761719 
36637,41590,41487.757812 
36668,41495,41489.304688 
36654,41376,41487.789062 
36649,41536,41486.894531 
36683,41569,41488.746094 
36717,41536,41490.546875 
36748,41553,41492.070312 
36770,41502,41493.070312 
36783,41509,41493.421875 
36799,41515,41493.945312 
36799,41429,41493.328125 
36793,41490,41492.375000 
36802,41497,41492.406250 
36825,41559,41493.410156 
36821,41369,41492.582031 
36804,41494,41490.859375 
36802,41437,41490.144531 
36777,41380,41487.843750 
36744,41393,41484.988281 
36726,41452,41483.226562 
36735,41518,41483.277344 
36759,41529,41484.414062 
36801,41610,41486.816406 
36831,41471,41488.332031 
36792,41276,41485.093750 
36736,41381,41480.679688 
36709,41410,41478.277344 
36707,41501,41477.636719 
36734,41550,41478.988281 
36753,41462,41479.750000 
36760,41497,41479.746094 
36781,41528,41480.671875 
36811,41543,41482.218750 
36854,41593,41484.640625 
36884,41486,41486.187500 
36903,41542,41486.972656 
36906,41407,41486.621094 
36907,41532,41486.140625 
36903,41383,41485.335938 
36890,41486,41483.902344 
36894,41463,41483.636719 
36885,41419,41482.437500 
36881,41490,41481.652344 
36870,41380,41480.339844 
36823,41311,41476.539062 
36816,41572,41475.550781 
36828,41404,41475.902344 
36810,41424,41474.156250 
36793,41402,41472.433594 
36809,41588,41473.070312 
36842,41486,41474.875000 
36846,41446,41474.625000 
36863,41550,41475.285156 
36875,41424,41475.617188 
36878,41507,41475.332031 
36892,41476,41475.789062 
36902,41489,41475.980469 
36929,41560,41477.351562 
36931,41365,41476.933594 
36930,41549,41476.371094 
36943,41434,41476.800781 
36940,41468,41476.074219 
36945,41472,41475.902344 
36927,41355,41474.144531 
36913,41488,41472.660156 
36929,41501,41473.277344 
36949,41507,41474.144531 
36978,41550,41475.679688 
37020,41572,41478.085938 
37051,41500,41479.718750 
37048,41405,41478.953125 
37035,41455,41477.574219 
37027,41421,41476.460938 
37022,41470,41475.589844 
37010,41389,41474.292969 
36979,41372,41471.648438 
36966,41472,41470.250000 
36989,41544,41471.316406 
37002,41429,41471.746094 
36996,41448,41470.808594 
36995,41456,41470.281250 
37009,41516,41470.726562 
37016,41427,41470.750000 
37017,41482,41470.292969 
37023,41457,41470.273438 
37021,41436,41469.605469 
37021,41470,41469.136719 
37033,41491,41469.457031 
37035,41427,41469.164062 
37044,41519,41469.273438 
37044,41383,41468.757812 
37040,41503,41468.031250 
37072,41555,41469.750000 
37094,41459,41470.800781 
37094,41447,41470.300781 
37102,41500,41470.390625 
37123,41509,41471.355469 
37123,41397,41470.839844 
37109,41444,41469.421875 
37125,41538,41470.031250 
37156,41520,41471.695312 
37154,41378,41471.054688 
37159,41551,41470.871094 
37161,41366,41470.523438 
37130,41389,41467.902344 
37119,41459,41466.664062 
37136,41526,41467.394531 
37162,41502,41468.710938 
37196,41565,41470.539062 
37223,41476,41471.949219 
37243,41531,41472.839844 
37233,41328,41471.617188 
37224,41540,41470.558594 
37246,41471,41471.546875 
37291,41658,41474.167969 
37337,41480,41476.843750 
37342,41466,41476.738281 
37352,41500,41476.917969 
37359,41448,41476.835938 
37369,41519,41477.023438 
37397,41538,41478.476562 
37430,41543,41480.226562 
37482,41635,41483.296875 
37536,41559,41486.503906 
37556,41473,41487.335938 
37549,41428,41486.296875 
37556,41542,41486.261719 
37598,41597,41488.609375 
37638,41536,41490.808594 
37656,41498,41491.546875 
37673,41529,41492.167969 
37725,41670,41495.195312 
37767,41483,41497.488281 
37798,41622,41499.039062 
37849,41587,41502.015625 
37889,41572,41504.203125 
37939,41638,41507.046875 
37984,41554,41509.554688 
37992,41458,41509.457031 
38001,41558,41509.417969 
38025,41538,41510.507812 
38040,41510,41510.890625 
38052,41523,41511.050781 
38046,41427,41510.035156 
38038,41506,41508.808594 
38075,41653,41510.804688 
38114,41512,41512.828125 
38131,41550,41513.343750 
38149,41521,41513.968750 
38171,41568,41514.832031 
38187,41498,41515.343750 
38201,41552,41515.617188 
38217,41515,41516.121094 
38242,41591,41517.164062 
38282,41594,41519.289062 
38322,41594,41521.398438 
38380,41684,41524.714844 
38430,41565,41527.531250 
38443,41502,41527.699219 
38452,41549,41527.636719 
38458,41487,41527.367188 
38474,41599,41527.808594 
38527,41667,41530.777344 
38556,41485,41532.054688 
38560,41550,41531.644531 
38591,41613,41533.050781 
38620,41543,41534.320312 
38639,41572,41534.976562 
38657,41534,41535.484375 
38707,41732,41538.234375 
38727,41391,41538.890625 
38723,41615,41537.878906 
38760,41590,41539.703125 
38812,41689,41542.519531 
38846,41514,41544.183594 
38870,41636,41545.054688 
38936,41723,41548.847656 
38995,41613,41552.210938 
39022,41566,41553.265625 
39034,41545,41553.328125 
39056,41615,41554.082031 
39074,41522,41554.488281 
39104,41678,41555.773438 
39154,41626,41558.488281 
39221,41762,41562.312500 
39269,41540,41564.816406 
39284,41602,41564.992188 
39328,41685,41567.207031 
39377,41632,41569.781250 
39390,41512,41569.843750 
39426,41744,41571.484375 
39489,41647,41574.984375 
39542,41704,41577.820312 
39586,41606,41579.996094 
39609,41603,41580.687500 
39642,41655,41582.050781 
39681,41640,41583.898438 
39703,41573,41584.535156 
39718,41603,41584.632812 
39730,41564,41584.601562 
39738,41579,41584.234375 
39747,41568,41583.933594 
39729,41451,41581.835938 
39727,41639,41580.796875 
39745,41545,41581.113281 
39774,41699,41582.265625 
39830,41676,41585.234375 
39861,41582,41586.468750 
39900,41719,41588.277344 
39910,41444,41588.085938 
39897,41604,41586.281250 
39909,41560,41586.160156 
39927,41637,41586.507812 
39947,41571,41587.003906 
39977,41687,41588.187500 
40002,41546,41588.988281 
40034,41721,41590.246094 
40097,41708,41593.750000 
40157,41708,41596.972656 
40203,41643,41599.187500 
40261,41772,41602.242188 
40326,41683,41605.777344 
40346,41560,41606.222656 
40349,41597,41605.441406 
40380,41696,41606.601562 
40315,41129,41601.128906 
40267,41765,41596.785156 
40326,41653,41599.949219 
40349,41592,41600.585938 
40357,41583,41600.218750 
40387,41694,41601.300781 
40431,41658,41603.410156 
40442,41531,41603.160156 
40459,41692,41603.398438 
40496,41626,41604.968750 
40538,41722,41606.917969 
40597,41712,41610.023438 
40643,41663,41612.210938 
40682,41681,41613.898438 
40700,41566,41614.171875 
40735,41762,41615.578125 
40794,41686,41618.636719 
40837,41690,41620.593750 
40870,41641,41621.863281 
40906,41707,41623.335938 
40951,41688,41625.429688 
41015,41802,41628.804688 
41078,41689,41632.097656 
41115,41679,41633.562500 
41168,41775,41636.199219 
41228,41714,41639.253906 
41274,41712,41641.335938 
41286,41552,41641.074219 
41269,41568,41638.789062 
41289,41729,41639.062500 
41307,41557,41639.175781 
41321,41716,41639.101562 
41363,41691,41640.917969 
41392,41654,41641.808594 
41425,41713,41642.984375 
41470,41714,41644.972656 
41519,41740,41647.285156 
41558,41664,41648.828125 
41612,41817,41651.414062 
41686,41768,41655.394531 
41718,41620,41656.484375 
41732,41681,41656.316406 
41761,41690,41657.140625 
41784,41657,41657.601562 
41807,41687,41658.007812 
41833,41674,41658.644531 
41865,41717,41659.683594 
41918,41781,41662.203125 
41960,41665,41663.917969 
42002,41783,41665.613281 
42041,41656,41667.132812 
42074,41755,41668.214844 
42115,41696,41669.832031 
42145,41707,41670.726562 
42179,41717,41671.890625 
42209,41688,41672.753906 
42231,41676,41673.015625 
42268,41766,41674.371094 
42324,41773,41677.054688 
42374,41737,41679.253906 
42394,41631,41679.390625 
42429,41814,41680.609375 
42468,41647,41682.015625 
42496,41768,41682.734375 
42538,41714,41684.378906 
42597,41857,41687.230469 
42636,41615,41688.605469 
42649,41737,41688.250000 
42659,41597,41687.652344 
42671,41750,41687.253906 
42714,41745,41688.953125 
42753,41734,41690.378906 
42796,41765,41692.046875 
42830,41695,41693.117188 
42862,41759,41694.074219 
42874,41592,41693.550781 
42873,41702,41692.238281 
42905,41745,41693.121094 
42952,41784,41695.136719 
42973,41617,41695.289062 
42978,41705,41694.324219 
43012,41758,41695.375000 
43064,41794,41697.648438 
43102,41697,41699.000000 
43129,41740,41699.550781 
43172,41777,41701.214844 
43200,41668,41701.816406 
43222,41749,41702.007812 
43239,41643,41701.839844 
43224,41593,41699.476562 
43216,41677,41697.660156 
43232,41700,41697.402344 
43226,41576,41695.726562 
43219,41689,41693.945312 
43254,41778,41695.062500 
43307,41779,41697.417969 
43338,41677,41698.281250 
43353,41699,41697.992188 
43364,41655,41697.402344 
43359,41623,41695.757812 
43385,41807,41696.300781 
43430,41712,41698.085938 
43442,41650,41697.605469 
43455,41718,41697.222656 
43495,41778,41698.656250 
43546,41779,41700.910156 
43571,41652,41701.324219 
43597,41780,41701.738281 
43652,41802,41704.257812 
43696,41727,41705.957031 
43730,41758,41706.988281 
43737,41594,41706.117188 
43746,41769,41705.425781 
43788,41754,41707.007812 
43822,41732,41708.023438 
43857,41758,41709.066406 
43876,41657,41709.023438 
43879,41680,41707.882812 
43867,41583,41705.730469 
43861,41703,41703.960938 
43874,41674,41703.527344 
43864,41587,41701.468750 
43864,41725,41700.187500 
43896,41738,41701.070312 
43926,41716,41701.804688 
43929,41612,41700.738281 
43938,41736,41699.984375 
43967,41713,41700.675781 
43995,41732,41701.292969 
44026,41732,41702.160156 
44049,41688,41702.382812 
44081,41782,41703.304688 
44126,41752,41705.101562 
44142,41643,41704.886719 
44165,41784,41705.128906 
44201,41709,41706.296875 
44218,41689,41706.093750 
44235,41713,41705.953125 
44268,41764,41706.871094 
44291,41669,41707.144531 
44312,41755,41707.281250 
44352,41760,41708.699219 
44363,41615,41708.101562 
44383,41801,41708.101562 
44428,41744,41709.917969 
44458,41727,41710.640625 
44490,41753,41711.468750 
44522,41732,41712.343750 
44557,41768,41713.406250 
44584,41693,41713.890625 
44598,41706,41713.484375 
44596,41615,41711.992188 
44593,41697,41710.414062 
44604,41683,41709.839844 
44611,41674,41708.957031 
44588,41534,41706.000000 
44578,41734,41703.972656 
44595,41663,41703.820312 
44577,41564,41701.273438 
44572,41717,41699.562500 
44579,41626,41698.773438 
44587,41716,41697.992188 
44616,41731,41698.710938 
44644,41708,41699.296875 
44664,41699,41699.417969 
44682,41691,41699.292969 
44673,41572,41697.382812 
44663,41682,41695.398438 
44675,41675,41694.921875 
44696,41724,41695.050781 
44726,41722,41695.839844 
44742,41656,41695.648438 
44749,41677,41694.828125 
44770,41725,41695.003906 
44790,41670,41695.074219 
44805,41701,41694.804688 
44807,41606,41693.640625 
44806,41683,41692.257812 
44832,41737,41692.757812 
44855,41674,41693.117188 
44863,41656,41692.324219 
44866,41652,41691.246094 
44910,41859,41693.058594 
44919,41479,41692.382812 
44877,41606,41688.156250 
44879,41688,41686.996094 
44854,41472,41683.980469 
44818,41632,41680.261719 
44834,41717,41680.101562 
44851,41638,41680.031250 
44855,41657,41679.113281 
44839,41531,41676.714844 
44826,41673,41674.609375 
44834,41626,41673.902344 
44829,41612,41672.355469 
44837,41685,41671.683594 
44858,41677,41671.949219 
44876,41668,41671.964844 
44897,41691,41672.179688 
44897,41569,41670.992188 
44894,41670,41669.542969 
44891,41571,41668.160156 
44886,41653,41666.578125 
44890,41616,41665.675781 
44885,41605,41664.121094 
44891,41669,41663.359375 
44902,41629,41662.957031 
44885,41529,41660.589844 
44877,41668,41658.839844 
44908,41719,41659.820312 
44934,41644,41660.433594 
44940,41625,41659.703125 
44950,41658,41659.191406 
44965,41651,41659.058594 
44981,41664,41659.015625 
45003,41678,41659.355469 
45032,41701,41660.207031 
45042,41582,41659.679688 
45016,41528,41656.730469 
44981,41533,41653.171875 
44964,41608,41650.839844 
44961,41595,41649.449219 
44940,41523,41646.898438 
44917,41577,41644.167969 
44892,41508,41641.300781 
44856,41520,41637.710938 
44846,41630,41635.945312 
44862,41639,41635.906250 
44850,41501,41634.050781 
44838,41630,41632.117188 
44863,41679,41632.750000 
44858,41485,41631.320312 
44853,41679,41629.929688 
44874,41607,41630.300781 
44896,41686,41630.757812 
44885,41445,41628.917969 
44842,41526,41624.875000 
44800,41444,41620.933594 
44783,41642,41618.738281 
44811,41660,41619.648438 
44839,41642,41620.535156 
44863,41648,41621.226562 
44851,41458,41619.304688 
44807,41495,41615.277344 
44791,41583,41613.128906 
44800,41615,41612.730469 
44776,41422,41610.074219 
44752,41612,41607.449219 
44715,41347,41603.843750 
44669,41566,41599.691406 
44644,41444,41597.023438 
44634,41634,41595.386719 
44654,41590,41595.855469 
44623,41383,41592.773438 
44578,41511,41588.664062 
44572,41573,41587.347656 
44544,41401,41584.519531 
44506,41515,41580.953125 
44464,41381,41577.207031 
44409,41438,41572.480469 
44380,41504,41569.621094 
44343,41393,41566.207031 
44335,41640,41564.804688 
44377,41637,41566.882812 
44395,41527,41567.308594 
44409,41618,41567.457031 
44414,41481,41566.953125 
44411,41577,41565.882812 
44418,41532,41565.562500 
44428,41589,41565.421875 
44439,41534,41565.312500 
44445,41571,41564.953125 
44453,41538,41564.660156 
44450,41519,41563.640625 
44448,41538,41562.652344 
44464,41609,41562.960938 
44465,41463,41562.203125 
44468,41618,41561.593750 
44494,41572,41562.535156 
44504,41544,41562.410156 
44511,41559,41562.105469 
44501,41455,41560.550781 
44489,41548,41558.886719 
44515,41640,41559.878906 
44532,41509,41560.292969 
44535,41565,41559.636719 
44517,41413,41557.644531 
44508,41598,41556.175781 
44518,41506,41556.058594 
44524,41578,41555.664062 
44538,41546,41555.843750 
44515,41399,41553.496094 
44505,41599,41551.960938 
44532,41585,41553.089844 
44556,41583,41553.960938 
44558,41478,41553.300781 
44544,41503,41551.531250 
44554,41597,41551.488281 
44568,41519,41551.671875 
44543,41405,41549.144531 
44500,41425,41545.363281 
44491,41568,41543.988281 
44512,41570,41544.695312 
44523,41518,41544.675781 
44521,41508,41543.785156 
44527,41557,41543.468750 
44552,41598,41544.429688 
44585,41602,41545.996094 
44620,41607,41547.648438 
44642,41540,41548.378906 
44648,41533,41548.046875 
44637,41454,41546.511719 
44605,41428,41543.539062 
44574,41453,41540.632812 
44542,41418,41537.667969 
44525,41520,41535.734375 
44536,41554,41535.769531 
44538,41475,41535.171875 
44540,41555,41534.605469 
44555,41536,41534.914062 
44565,41533,41534.902344 
44563,41475,41534.031250 
44548,41467,41532.253906 
44534,41480,41530.597656 
44514,41433,41528.507812 
44513,41568,41527.718750 
44523,41490,41527.757812 
44539,41593,41528.148438 
44551,41471,41528.257812 
44542,41495,41526.984375 
44539,41493,41526.054688 
44510,41366,41523.332031 
44500,41587,41522.011719 
44504,41426,41521.574219 
44486,41479,41519.628906 
44483,41501,41518.792969 
44517,41655,41520.464844 
44537,41437,41521.187500 
44536,41554,41520.464844 
44518,41351,41518.550781 
44506,41580,41517.054688 
44516,41454,41517.054688 
44494,41425,41514.867188 
44482,41501,41513.406250 
44482,41482,41512.789062 
44464,41410,41510.906250 
44459,41540,41509.894531 
44485,41561,41511.039062 
44513,41555,41512.363281 
44532,41516,41513.015625 
44539,41503,41512.917969 
44556,41558,41513.414062 
44588,41579,41514.968750 
44604,41483,41515.421875 
44622,41592,41516.046875 
44624,41402,41515.511719 
44617,41551,41514.414062 
44632,41502,41514.757812 
44655,41598,41515.753906 
44687,41542,41517.285156 
44692,41471,41516.980469 
44697,41543,41516.699219 
44713,41519,41517.105469 
44739,41599,41518.289062 
44775,41567,41520.113281 
44785,41475,41520.140625 
44769,41436,41518.320312 
44760,41511,41517.058594 
44774,41543,41517.339844 
44781,41481,41517.191406 
44754,41374,41514.664062 
44719,41438,41511.601562 
44717,41531,41510.839844 
44740,41559,41511.804688 
44778,41604,41513.769531 
44820,41582,41516.003906 
44846,41531,41517.148438 
44857,41514,41517.300781 
44838,41377,41515.277344 
44820,41522,41513.421875 
44806,41392,41511.832031 
44775,41432,41509.019531 
44793,41630,41509.640625 
44842,41582,41512.359375 
44854,41460,41512.605469 
44832,41412,41510.445312 
44807,41441,41508.078125 
44807,41530,41507.441406 
44811,41458,41507.062500 
44804,41477,41505.949219 
44808,41511,41505.613281 
44816,41496,41505.554688 
44810,41442,41504.523438 
44794,41445,41502.804688 
44778,41441,41501.121094 
44790,41574,41501.300781 
44828,41577,41503.394531 
44862,41553,41505.132812 
44892,41559,41506.570312 
44912,41508,41507.332031 
44917,41490,41507.097656 
44928,41532,41507.207031 
44943,41510,41507.597656 
44927,41385,41505.902344 
44914,41518,41504.371094 
44926,41506,41504.585938 
44919,41425,41503.484375 
44897,41433,41501.386719 
44893,41505,41500.476562 
44888,41430,41499.546875 
44894,41555,41499.347656 
44913,41494,41500.058594 
44920,41498,41499.945312 
44912,41420,41498.792969 
44914,41545,41498.335938 
44929,41487,41498.835938 
44925,41447,41497.937500 
44900,41386,41495.640625 
44869,41409,41492.875000 
44886,41622,41493.515625 
44929,41534,41495.898438 
44938,41463,41495.972656 
44917,41384,41493.929688 
44889,41425,41491.410156 
44887,41509,41490.722656 
44901,41498,41491.085938 
44885,41368,41489.449219 
44887,41578,41488.988281 
44920,41523,41490.722656 
44963,41633,41493.183594 
45012,41552,41495.984375 
45045,41559,41497.664062 
45055,41444,41497.773438 
45071,41588,41498.289062 
45107,41547,41500.242188 
45106,41406,41499.574219 
45099,41514,41498.460938 
45112,41508,41498.816406 
45102,41395,41497.484375 
45081,41454,41495.425781 
45044,41317,41492.328125 
44992,41369,41488.117188 
44971,41466,41486.128906 
44960,41414,41484.828125 
44935,41396,41482.578125 
44934,41527,41481.984375 
44951,41481,41482.605469 
44961,41494,41482.746094 
44968,41469,41482.710938 
44960,41421,41481.648438 
44947,41441,41480.222656 
44922,41359,41477.960938 
44918,41538,41477.132812 
44921,41396,41476.847656 
44903,41430,41475.046875 
44892,41433,41473.820312 
44874,41389,41472.050781 
44881,41555,41472.050781 
44924,41564,41474.519531 
44911,41286,41473.125000 
44857,41360,41468.894531 
44860,41559,41468.628906 
44882,41451,41469.656250 
44897,41528,41470.218750 
44921,41492,41471.343750 
44944,41529,41472.449219 
44959,41458,41473.042969 
44966,41487,41473.027344 
44969,41436,41472.703125 
44978,41518,41472.824219 
44969,41347,41471.687500 
44942,41433,41469.386719 
44938,41448,41468.574219 
44954,41537,41469.250000 
44977,41479,41470.343750 
44979,41438,41470.011719 
44970,41422,41468.882812 
44981,41534,41469.140625 
44985,41389,41468.925781 
44982,41501,41468.253906 
44963,41306,41466.429688 
44930,41433,41463.699219 
44920,41411,41462.523438 
44927,41516,41462.550781 
44953,41504,41463.890625 
44958,41416,41463.781250 
44977,41570,41464.605469 
44985,41368,41464.730469 
44973,41466,41463.386719 
44978,41456,41463.320312 
44988,41487,41463.550781 
44994,41435,41463.480469 
44986,41421,41462.480469 
44971,41395,41460.945312 
44952,41401,41459.171875 
44950,41474,41458.562500 
44957,41448,41458.632812 
44980,41549,41459.757812 
44996,41419,41460.441406 
44985,41417,41459.246094 
44972,41405,41457.886719 
44973,41483,41457.496094 
44963,41351,41456.355469 
44929,41362,41453.539062 
44915,41450,41452.199219 
44944,41565,41453.761719 
44977,41474,41455.617188 
45007,41552,41457.238281 
45031,41448,41458.445312 
45052,41541,41459.464844 
45100,41585,41462.386719 
45108,41345,41462.460938 
45091,41461,41460.785156 
45105,41498,41461.312500 
45136,41548,41463.054688 
45187,41596,41466.128906 
45210,41415,41467.242188 
45209,41479,41466.671875 
45203,41393,41465.808594 
45181,41395,41463.785156 
45163,41410,41462.058594 
45152,41428,41460.843750 
45136,41383,41459.285156 
45102,41334,41456.445312 
45087,41476,41454.996094 
45103,41480,41455.644531 
45101,41392,41455.089844 
45098,41471,41454.425781 
45139,41611,41456.867188 
45175,41447,41458.902344 
45180,41465,41458.820312 
45194,41488,41459.320312 
45207,41465,41459.804688 
45227,41519,41460.714844 
45250,41483,41461.851562 
45271,41514,41462.886719 
45291,41475,41463.781250 
45277,41350,41462.335938 
45244,41383,41459.632812 
45244,41501,41459.136719 
45256,41446,41459.542969 
45240,41363,41457.992188 
45239,41514,41457.445312 
45262,41482,41458.589844 
45285,41518,41459.757812 
45316,41521,41461.445312 
45349,41533,41463.296875 
45387,41546,41465.445312 
45405,41442,41466.250000 
45425,41555,41467.160156 
45436,41400,41467.453125 
45425,41446,41466.199219 
45433,41490,41466.250000 
45454,41513,41467.246094 
45476,41496,41468.296875 
45497,41511,41469.289062 
45508,41447,41469.562500 
45497,41402,41468.292969 
45522,41625,41469.570312 
45544,41386,41470.585938 
45522,41414,41468.597656 
45493,41347,41466.113281 
45450,41339,41462.644531 
45424,41427,41460.398438 
45413,41406,41459.160156 
45395,41392,41457.464844 
45399,41512,41457.312500 
45388,41314,41456.062500 
45366,41462,41454.144531 
45351,41341,41452.660156 
45338,41470,41451.332031 
45344,41432,41451.324219 
45360,41521,41452.035156 
45388,41488,41453.515625 
45389,41396,41453.191406 
45363,41353,41450.972656 
45351,41459,41449.707031 
45359,41450,41449.843750 
45361,41429,41449.554688 
45352,41398,41448.539062 
45343,41424,41447.480469 
45318,41322,41445.382812 
45285,41376,41442.667969 
45273,41423,41441.453125 
45260,41368,41440.160156 
45229,41333,41437.632812 
45201,41378,41435.316406 
45179,41361,41433.460938 
45172,41443,41432.574219 
45182,41449,41432.953125 
45185,41404,41432.773438 
45166,41343,41431.101562 
45137,41355,41428.789062 
45150,41538,41429.289062 
45181,41452,41431.144531 
45204,41497,41432.367188 
45203,41337,41431.933594 
45204,41509,41431.683594 
45182,41221,41429.804688 
45147,41441,41427.019531 
45148,41394,41426.753906 
45140,41396,41425.859375 
45134,41405,41425.144531 
45138,41442,41425.097656 
45131,41351,41424.292969 
45092,41280,41421.226562 
45074,41456,41419.726562 
45082,41399,41419.945312 
45082,41419,41419.636719 
45072,41348,41418.617188 
45061,41416,41417.585938 
45065,41418,41417.570312 
45069,41416,41417.554688 
45056,41332,41416.328125 
45040,41400,41414.910156 
45046,41438,41415.027344 
45068,41480,41416.269531 
45067,41330,41415.953125 
45063,41458,41415.335938 
45084,41457,41416.527344 
45107,41470,41417.851562 
45118,41395,41418.265625 
45110,41383,41417.441406 
45130,41527,41418.500000 
45157,41424,41420.109375 
45177,41492,41421.179688 
45197,41424,41422.218750 
45189,41360,41421.367188 
45173,41381,41419.933594 
45157,41357,41418.500000 
45157,41460,41418.218750 
45159,41366,41418.074219 
45141,41359,41416.507812 
45124,41370,41415.042969 
